Time,Boiler Feedwater Flow Rate,Duct Burner Temperature,Economizer Chamber Temperature,Relative Humidity,Steam to Steam Header Temperature,Gas Turbine Vibration,Boiler Tube Temperature,Flowrate
2022-09-01 00:23:00,32.58890459,739.5693272,212.7922374,55.45235972,359.1560806,9.637036915,363.0592165,36.69332729
2022-09-01 00:24:00,32.5752376,739.3202257,212.8067282,55.22656118,359.159925,9.564809712,362.9789418,37.36437179
2022-09-01 00:25:00,32.58086389,739.4283484,212.8113493,55.25569151,359.1619654,9.654920068,362.926591,38.39251079
2022-09-01 00:26:00,32.5574699,739.8699328,212.8372677,55.19826521,359.1661394,9.619833103,363.0418096,36.83969729
2022-09-01 00:27:00,32.57492479,740.6574409,212.8406622,55.4370446,359.1715664,9.413322622,363.1408136,38.89591229
2022-09-01 00:28:00,32.56738166,741.0720308,212.8136423,55.50365091,359.1735007,9.631097628,363.2041859,36.02203079
2022-09-01 00:29:00,32.60614627,740.953988,212.8115042,55.5312606,359.181179,9.73909466,363.2037251,36.35670779
2022-09-01 00:30:00,32.59431006,741.3205676,212.8126432,55.63449988,359.1904735,9.687113286,363.1658903,34.23742979
2022-09-01 00:31:00,32.57344508,741.9823411,212.8174694,55.71540191,359.1889401,9.608627034,363.1989499,35.54806079
2022-09-01 00:32:00,32.60193036,742.2961182,212.7788921,55.77053364,359.187814,9.594925442,363.2668091,36.13970429
2022-09-01 00:33:00,32.584133,742.6494076,212.746144,55.64887597,359.1915445,9.524096996,363.3154336,37.37360129
2022-09-01 00:34:00,32.59843745,742.7629726,212.7241198,55.66115532,359.1903202,9.556836534,363.389442,37.47730979
2022-09-01 00:35:00,32.57769164,742.5707071,212.7330004,55.77495595,359.1908222,9.635496537,363.4550558,36.34561979
2022-09-01 00:36:00,32.56846602,742.7573911,212.7524329,55.77910798,359.1935584,9.541011525,363.4386253,35.38471229
2022-09-01 00:37:00,32.58709933,743.198708,212.7325609,55.71478149,359.2014726,9.497821559,363.4134468,37.32898679
2022-09-01 00:38:00,32.62126394,743.6069465,212.7185031,55.90697572,359.2060611,9.546132189,363.4109958,36.46282079
2022-09-01 00:39:00,32.55318508,744.1984964,212.7064267,55.93439832,359.2023561,9.52163593,363.4190928,38.56630679
2022-09-01 00:40:00,32.59521587,744.2716784,212.6918102,55.92358641,359.1954072,9.731355313,363.3971702,36.05016029
2022-09-01 00:41:00,32.60898624,744.1671751,212.6979044,55.92938677,359.1819525,9.657639431,363.4168584,37.66138529
2022-09-01 00:42:00,32.61400624,744.3085839,212.7005484,55.94756426,359.1639017,9.660123119,363.4169609,35.49051029
2022-09-01 00:43:00,32.57380032,743.8760078,212.6846583,55.80997163,359.1510895,9.690632965,363.3801909,36.46147679
2022-09-01 00:44:00,32.6002072,743.5613201,212.6855409,56.00618027,359.1413617,9.657904579,363.3420379,37.10051729
2022-09-01 00:45:00,32.59231581,743.7226444,212.6925316,55.87206282,359.1445387,9.597445895,363.3258422,34.53063179
2022-09-01 00:46:00,32.60043831,743.5571086,212.6809049,55.83896538,359.1552257,9.51110749,363.3157111,34.58406629
2022-09-01 00:47:00,32.60764052,743.1215445,212.6703576,55.97766408,359.1586188,9.493259041,363.2603743,37.46402729
2022-09-01 00:48:00,32.59190145,742.4293928,212.6931169,55.88948103,359.161677,9.512747775,363.2662467,35.44882529
2022-09-01 00:49:00,32.61143594,741.852144,212.6800511,56.12486553,359.1734442,9.54374339,363.3276011,36.15834179
2022-09-01 00:50:00,32.57285921,741.7932375,212.6713803,56.42909317,359.1804392,9.58699479,363.3467852,38.26666829
2022-09-01 00:51:00,32.5719462,741.7826521,212.7112293,56.2303088,359.1829994,9.499355743,363.2923745,37.14794579
2022-09-01 00:52:00,32.60971856,741.8517596,212.7585449,56.27163687,359.1870792,9.500661872,363.204945,36.81367829
2022-09-01 00:53:00,32.57820738,742.0342742,212.7722043,56.47190797,359.1872618,9.489778116,363.1267759,37.89279479
2022-09-01 00:54:00,32.57686873,742.1022292,212.7884351,56.69573769,359.1936291,9.471714128,363.1107857,36.42325679
2022-09-01 00:55:00,32.58999524,742.3930396,212.8150347,56.55032635,359.2033917,9.499286446,363.2359114,36.61881929
2022-09-01 00:56:00,32.60882529,742.8410691,212.811041,56.30551934,359.2099058,9.540498123,363.4350422,34.67089079
2022-09-01 00:57:00,32.59191189,742.8711444,212.7798225,55.94567203,359.2122983,9.507039972,363.4921549,37.36146329
2022-09-01 00:58:00,32.61559316,743.0188675,212.7731289,55.947489,359.209818,9.679435074,363.4530036,37.78261829
2022-09-01 00:59:00,32.57432491,743.2705287,212.7895712,56.3892966,359.20974,9.445167209,363.4800805,36.06677129
2022-09-01 01:00:00,32.57768434,743.247318,212.7922831,56.4161256,359.2072553,9.477982257,363.5117755,32.82471779
2022-09-01 01:01:00,32.60353974,743.1408352,212.8009641,56.37521926,359.2020543,9.5394075,363.5138221,35.10319679
2022-09-01 01:02:00,32.56983625,743.2844895,212.8277972,56.18679947,359.2069729,9.588448809,363.4965565,36.00929429
2022-09-01 01:03:00,32.55155424,743.2975258,212.8123819,56.11477783,359.2202319,9.426569878,363.5225819,37.68322529
2022-09-01 01:04:00,32.55377735,743.4537221,212.7733079,56.05848065,359.2277834,9.455365627,363.5347343,38.45790479
2022-09-01 01:05:00,32.56519889,743.905161,212.745743,56.20908005,359.2291483,9.422706567,363.5131359,37.43568779
2022-09-01 01:06:00,32.59055442,744.1644123,212.7521001,56.46926019,359.2263155,9.549419937,363.5325276,37.19393579
2022-09-01 01:07:00,32.56051048,744.3379103,212.7671111,56.63093415,359.2212746,9.588889809,363.5500375,35.25081629
2022-09-01 01:08:00,32.56553558,744.5001219,212.770269,56.89523126,359.2110738,9.439144219,363.5627104,36.91690379
2022-09-01 01:09:00,32.58285696,744.2502259,212.7858278,57.18473869,359.1965822,9.635677357,363.5566892,37.30473179
2022-09-01 01:10:00,32.5695368,743.8684964,212.8104368,57.41851168,359.1929123,9.678522174,363.5231134,34.44541379
2022-09-01 01:11:00,32.60447425,743.5498587,212.8474436,57.5542304,359.1923782,9.673304136,363.5238962,36.51643379
2022-09-01 01:12:00,32.60182998,742.97013,212.8591028,57.88051748,359.1934546,9.693084307,363.5261111,38.92901879
2022-09-01 01:13:00,32.57609101,742.2802334,212.8742229,58.123724,359.1985619,9.619504046,363.4822267,38.07101129
2022-09-01 01:14:00,32.61077631,741.6995831,212.914121,58.2434724,359.1960545,9.6996131,363.4311736,36.71402279
2022-09-01 01:15:00,32.58269472,740.9538341,212.9220613,58.39185738,359.1845498,9.599059181,363.340079,38.54314379
2022-09-01 01:16:00,32.57865461,739.8709406,212.921574,58.58579895,359.1738849,9.545122282,363.272808,36.02426729
2022-09-01 01:17:00,32.59346365,738.7169699,212.9904627,58.78740511,359.1668418,9.652486042,363.303527,38.73256379
2022-09-01 01:18:00,32.59057035,737.3735209,213.0472913,58.94456674,359.1652632,9.87595972,363.3736186,37.16950229
2022-09-01 01:19:00,32.60271691,736.362104,213.1097369,59.0585565,359.1627917,9.915851173,363.4450234,37.49883479
2022-09-01 01:20:00,32.59394284,735.7008148,213.1770986,58.92810822,359.1536684,9.831868324,363.5733636,35.44401629
2022-09-01 01:21:00,32.64126015,735.0460853,213.1964494,58.9388566,359.1311783,9.842984257,363.6006417,36.41804879
2022-09-01 01:22:00,32.62915185,734.7144771,213.2500142,58.96556325,359.1052617,9.770806046,363.4907913,36.64679129
2022-09-01 01:23:00,32.60107618,734.5041522,213.2983893,59.02927604,359.0877014,9.876155676,363.2784432,35.43479729
2022-09-01 01:24:00,32.59318072,734.4198777,213.3285615,59.07251443,359.075462,9.74127718,363.0975329,38.25891929
2022-09-01 01:25:00,32.62061998,734.6014534,213.3389611,59.13673255,359.0662443,9.858000757,363.0468917,37.36345829
2022-09-01 01:26:00,32.60839495,734.8546184,213.3138246,59.23585983,359.0584242,9.860153771,363.0408605,36.63745679
2022-09-01 01:27:00,32.57322717,735.2873689,213.3324052,59.03968288,359.0553249,9.780169472,363.0966607,36.00642779
2022-09-01 01:28:00,32.61306867,735.9754179,213.3605061,58.99324166,359.0658778,9.800104267,363.1994759,37.70632529
2022-09-01 01:29:00,32.58023422,737.1340712,213.3670143,59.01573307,359.0818256,9.859675218,363.2907312,37.32290729
2022-09-01 01:30:00,32.60433867,737.9632191,213.39971,59.05707931,359.0939544,9.805615525,363.3487234,36.25865879
2022-09-01 01:31:00,32.58477714,738.4572793,213.4294349,58.90622826,359.1021721,9.851404791,363.3296575,36.09065879
2022-09-01 01:32:00,32.56918826,739.4323785,213.4244503,58.82895581,359.1126681,9.875176733,363.2728472,39.29143679
2022-09-01 01:33:00,32.59345217,740.4136609,213.4016895,58.85055624,359.1272877,9.853403128,363.2561406,36.36526529
2022-09-01 01:34:00,32.58319242,741.1941499,213.3924268,58.93197677,359.1373763,9.818575468,363.3300617,36.19440929
2022-09-01 01:35:00,32.59789073,742.2261307,213.4357374,59.03258885,359.1514872,9.758463487,363.5145516,37.96701929
2022-09-01 01:36:00,32.5197641,743.0241247,213.4772722,59.07670126,359.1642343,9.807507574,363.6398046,37.32975329
2022-09-01 01:37:00,32.5438419,742.9947174,213.4810199,59.0978808,359.1738994,9.850014626,363.7901506,37.69135229
2022-09-01 01:38:00,32.579276,742.3425362,213.4844411,59.01406939,359.1875599,9.967213711,363.91412,38.44649129
2022-09-01 01:39:00,32.58799382,741.6247489,213.5133096,58.94175672,359.209612,9.823941513,363.9563515,35.01697079
2022-09-01 01:40:00,32.55723794,741.1033579,213.5596827,58.9488343,359.2371223,9.831561224,363.9514854,37.04230529
2022-09-01 01:41:00,32.56416021,740.3035524,213.5718918,58.95307912,359.2539853,9.748692178,363.9246914,38.20300679
2022-09-01 01:42:00,32.54271883,739.1138068,213.597315,59.07618822,359.2658274,9.822590985,363.9442654,35.49796529
2022-09-01 01:43:00,32.57843195,737.947366,213.6482418,58.97660192,359.281889,9.871831915,364.0209751,34.72119629
2022-09-01 01:44:00,32.60774026,736.7378807,213.7135444,58.96523453,359.2983412,10.0015532,364.0557128,36.37137629
2022-09-01 01:45:00,32.55685352,735.8778976,213.7865221,59.03322798,359.304161,10.09654854,364.0100705,38.44155629
2022-09-01 01:46:00,32.62403755,735.8310615,213.8143048,58.99404291,359.2976693,10.04738245,363.9765603,38.30759729
2022-09-01 01:47:00,32.60495874,735.879943,213.8168984,58.84063541,359.2879302,10.02330642,363.8795858,36.51157229
2022-09-01 01:48:00,32.6204996,735.8866043,213.8039889,58.75173646,359.2821091,9.988271312,363.6996446,39.05401079
2022-09-01 01:49:00,32.63591493,736.4586758,213.8180863,58.98115787,359.284722,9.992214307,363.5984366,35.00664929
2022-09-01 01:50:00,32.62835504,737.3948109,213.8215308,59.04625289,359.2818171,9.968252158,363.5832219,35.52183179
2022-09-01 01:51:00,32.5965818,738.5793994,213.801941,58.88765855,359.2712962,9.892944344,363.5512449,37.45455629
2022-09-01 01:52:00,32.62213859,740.0878327,213.8135345,58.90712234,359.255789,9.930510216,363.5093636,36.20903579
2022-09-01 01:53:00,32.60836045,741.1051587,213.7892229,58.81112106,359.23901,9.989635789,363.4880496,35.77565879
2022-09-01 01:54:00,32.62847313,741.4435262,213.7565143,58.68704154,359.2296534,9.948374755,363.4451549,34.33308479
2022-09-01 01:55:00,32.56789749,741.6122155,213.7538499,58.538607,359.2139542,9.768505176,363.40551,36.51820829
2022-09-01 01:56:00,32.56772449,741.4002976,213.7689267,58.47304641,359.2035294,9.946838293,363.4582961,36.82609979
2022-09-01 01:57:00,32.58621978,741.1752341,213.7936326,58.41333422,359.2070388,10.0431972,363.5046877,38.53034429
2022-09-01 01:58:00,32.5715001,741.1198044,213.8290081,58.38624054,359.2194676,10.01408004,363.5884084,36.87996479
2022-09-01 01:59:00,32.55279001,740.692273,213.8924875,58.42010938,359.2339428,9.955628157,363.7219908,38.14819679
2022-09-01 02:00:00,32.56946539,739.675442,213.9433823,58.45255564,359.244374,9.998558914,363.8256989,38.32668629
2022-09-01 02:01:00,32.62134828,738.4302453,213.9590085,58.26541866,359.2485091,10.01114415,363.8640658,36.18241829
2022-09-01 02:02:00,32.57599846,737.9853228,214.0099103,58.16174099,359.2437736,10.00541928,363.8705024,37.36602029
2022-09-01 02:03:00,32.57561852,738.2898397,214.0367865,57.97845089,359.2314412,9.983001202,363.8498342,35.90586929
2022-09-01 02:04:00,32.57812423,738.3765213,214.0349607,57.84058106,359.2143996,9.864122218,363.8179049,38.61563579
2022-09-01 02:05:00,32.60334978,738.2287156,214.0670261,57.74007563,359.1998977,9.935464207,363.7447196,38.70948479
2022-09-01 02:06:00,32.56075043,738.1150569,214.1041606,57.6717023,359.1938391,9.946143514,363.7295958,36.36310229
2022-09-01 02:07:00,32.59073697,737.7862946,214.1378732,57.51483926,359.1951295,9.89042286,363.8132216,38.79806279
2022-09-01 02:08:00,32.62167335,737.2474063,214.1772159,57.40806887,359.2006991,9.80468357,363.7861355,37.76810729
2022-09-01 02:09:00,32.55000253,737.0300541,214.216182,57.29573162,359.2192932,9.913700941,363.7126974,36.19378979
2022-09-01 02:10:00,32.58698835,737.1837007,214.2385676,57.24736091,359.2479157,9.956932493,363.6887413,38.88991679
2022-09-01 02:11:00,32.60079354,737.1268122,214.2737304,57.40802216,359.2778306,9.97816468,363.6558631,37.04059379
2022-09-01 02:12:00,32.57821857,737.325805,214.3137773,57.49954734,359.3030974,9.918530793,363.6410671,37.02178829
2022-09-01 02:13:00,32.55881588,737.634376,214.3216143,57.56387407,359.321818,9.979181685,363.6873334,38.34253079
2022-09-01 02:14:00,32.57929923,737.1614059,214.3220527,57.58864792,359.3332554,9.944168438,363.7088908,37.32294929
2022-09-01 02:15:00,32.59502956,736.3236558,214.3626122,57.75602229,359.3322448,9.913488714,363.7028403,37.09596029
2022-09-01 02:16:00,32.58269924,735.8681616,214.3986743,57.85858548,359.3169753,9.947194135,363.6243014,35.73168479
2022-09-01 02:17:00,32.54951432,735.9837429,214.4104031,57.93729424,359.3056096,9.826889787,363.5608808,38.38053029
2022-09-01 02:18:00,32.64423391,735.9990341,214.4127456,57.92871287,359.2947664,9.685602641,363.5774802,37.04434229
2022-09-01 02:19:00,32.60521386,735.7432639,214.3963148,58.01236035,359.2680506,9.762101535,363.5960689,37.14697979
2022-09-01 02:20:00,32.63823293,735.5490258,214.4321463,58.20556418,359.232694,9.955812286,363.6281544,39.19673729
2022-09-01 02:21:00,32.60363538,735.2754433,214.4372485,58.17795911,359.189169,9.974099696,363.6068665,36.55262729
2022-09-01 02:22:00,32.60587442,735.133847,214.4183391,58.19355491,359.1384383,9.973059257,363.5112221,36.59034329
2022-09-01 02:23:00,32.61670402,734.9544371,214.4407025,58.19642127,359.0888557,10.06125829,363.4459424,38.03595179
2022-09-01 02:24:00,32.60381468,735.2369418,214.4704558,58.29994477,359.0353135,9.943667643,363.4107642,38.42521829
2022-09-01 02:25:00,32.58767255,735.6246208,214.5035789,58.41821548,358.9861471,9.828628609,363.4390401,36.14519579
2022-09-01 02:26:00,32.61033437,735.6881495,214.5607967,58.3042052,358.9545501,9.841073937,363.5142964,36.84137729
2022-09-01 02:27:00,32.58482368,735.8112716,214.5790631,58.18192453,358.9323911,9.860232552,363.5452484,38.73555629
2022-09-01 02:28:00,32.60018192,736.0523736,214.5850145,58.04308015,358.9236788,9.897301937,363.593008,36.70399529
2022-09-01 02:29:00,32.57687683,736.4121707,214.5923457,58.14637201,358.9289493,9.862752331,363.6407955,35.80561529
2022-09-01 02:30:00,32.57500486,736.7475576,214.6109615,58.07482697,358.9496169,9.988728744,363.658139,38.25296579
2022-09-01 02:31:00,32.56350772,737.4375947,214.6343569,58.02182343,358.9814439,9.880447296,363.6891023,38.86460129
2022-09-01 02:32:00,32.55337174,738.1548153,214.6330836,58.04526771,359.0177286,9.85946295,363.754286,36.39139979
2022-09-01 02:33:00,32.59387167,738.4787843,214.6408314,58.32858106,359.0476789,9.830194444,363.7691453,37.09136129
2022-09-01 02:34:00,32.56009159,738.1098305,214.6589034,58.74988646,359.0683267,9.910666314,363.7942216,37.99257629
2022-09-01 02:35:00,32.54716564,737.7087257,214.6913431,58.79155453,359.08971,9.970824244,363.7913014,38.95034429
2022-09-01 02:36:00,32.56974648,737.7966821,214.7275582,58.80328128,359.1096026,9.934442284,363.8035975,37.10339429
2022-09-01 02:37:00,32.58422116,737.6154292,214.7447495,58.89578453,359.1264619,10.0171732,363.835564,38.35241129
2022-09-01 02:38:00,32.57649632,737.4468568,214.7625446,58.98896483,359.143041,10.03293484,363.8553126,39.18688829
2022-09-01 02:39:00,32.57065574,737.6795886,214.8035063,59.11067727,359.1639904,9.945228611,363.9269634,37.43488979
2022-09-01 02:40:00,32.59023326,737.503066,214.8244948,59.29684874,359.1802807,9.986995231,363.9367619,37.09436429
2022-09-01 02:41:00,32.58065834,736.9207099,214.8580671,59.60012982,359.1859468,10.01613221,363.9610399,35.85579479
2022-09-01 02:42:00,32.56350749,736.7236458,214.8850415,59.66000363,359.1896974,9.940873845,363.971593,35.47998929
2022-09-01 02:43:00,32.57775348,736.7181456,214.8835559,59.62476035,359.1986768,9.925364727,363.9317051,37.20171629
2022-09-01 02:44:00,32.58188602,736.5394678,214.9169849,59.63763439,359.2110156,9.949355168,363.8631457,37.77937379
2022-09-01 02:45:00,32.57158282,736.4832615,214.9497163,59.53668755,359.2216922,10.04273178,363.7828107,38.46577979
2022-09-01 02:46:00,32.55668729,736.4248141,214.9845037,59.49410167,359.2397594,10.04962938,363.7640635,39.58301129
2022-09-01 02:47:00,32.58285141,736.6399579,215.0084842,59.47334088,359.2625164,9.990885964,363.7897991,38.31343529
2022-09-01 02:48:00,32.6028833,737.1161505,215.015186,59.42164476,359.277356,9.929482297,363.7909665,38.52328829
2022-09-01 02:49:00,32.60594273,737.2081943,215.0197077,59.49766336,359.2896855,9.907203442,363.7561097,36.88573979
2022-09-01 02:50:00,32.58468535,737.2461367,215.0361048,59.67468312,359.3046589,9.912352634,363.6852174,39.44725679
2022-09-01 02:51:00,32.60968968,737.2787527,215.0189969,60.00716811,359.3167806,9.898327727,363.6665544,39.14016329
2022-09-01 02:52:00,32.55697774,737.2029036,215.0245804,60.13171791,359.3179544,9.876374698,363.6520552,38.19343079
2022-09-01 02:53:00,32.6071103,736.8591144,215.0651157,60.21505265,359.3162668,10.00071522,363.6180988,37.20213629
2022-09-01 02:54:00,32.6303797,736.917691,215.0709567,60.22362563,359.3054337,9.913565638,363.6042523,38.87301179
2022-09-01 02:55:00,32.59574335,737.3027658,215.0818713,60.21871453,359.289182,10.00068174,363.5554596,38.26621679
2022-09-01 02:56:00,32.6108267,737.3598483,215.0915661,60.37805167,359.2823109,9.799045066,363.5430681,37.65309029
2022-09-01 02:57:00,32.60259685,737.4181808,215.1085911,60.68088768,359.2740177,9.88365583,363.6256576,36.52558979
2022-09-01 02:58:00,32.60995191,737.3768377,215.1446665,60.86914515,359.261304,9.962344729,363.7067815,35.65001579
2022-09-01 02:59:00,32.61567348,737.2296133,215.192768,61.04362804,359.2495567,10.07911096,363.7534175,37.04399579
2022-09-01 03:00:00,32.56465024,737.3187701,215.2432499,61.35202447,359.2363765,10.05287893,363.8195164,37.31537879
2022-09-01 03:01:00,32.60942923,737.7849002,215.267871,61.4030912,359.2168463,9.890620376,363.9214141,35.88749429
2022-09-01 03:02:00,32.60578027,737.8077795,215.3128736,61.39952637,359.1918554,9.914401734,363.9454217,38.48739929
2022-09-01 03:03:00,32.59202842,737.240018,215.3624515,61.38641462,359.1702884,10.06125224,363.8755972,37.96667279
2022-09-01 03:04:00,32.60903167,737.0826377,215.4003255,61.69561217,359.1579432,9.946503119,363.8112266,35.13231329
2022-09-01 03:05:00,32.57078232,737.4730065,215.4268555,61.58727087,359.1545869,9.931364481,363.774448,36.25600229
2022-09-01 03:06:00,32.58596935,737.6041728,215.4525595,61.58732655,359.1534152,9.941418056,363.7668395,36.38603429
2022-09-01 03:07:00,32.63011554,737.5656805,215.4742717,61.82194268,359.1528016,9.893308254,363.7483028,37.60559879
2022-09-01 03:08:00,32.58959165,737.3792557,215.507764,61.97504932,359.1503382,9.844505592,363.6988203,38.75134829
2022-09-01 03:09:00,32.57344564,736.7472789,215.5295955,62.14485432,359.1431618,9.898541216,363.6505802,37.58071379
2022-09-01 03:10:00,32.56348118,736.3286574,215.5433884,62.51884745,359.1323666,9.906048789,363.6419561,37.05010679
2022-09-01 03:11:00,32.61736111,736.2295492,215.5876684,62.8069839,359.1299612,9.896795256,363.6461133,38.23052729
2022-09-01 03:12:00,32.5864993,736.1156829,215.617396,63.0299061,359.1340311,9.997603336,363.6485785,38.34456779
2022-09-01 03:13:00,32.53868381,735.7008944,215.6373658,63.31644816,359.1309847,9.953040728,363.6216407,36.84442229
2022-09-01 03:14:00,32.57567847,735.5787166,215.6574146,63.73142238,359.1293924,10.03612355,363.6219179,37.92952379
2022-09-01 03:15:00,32.58381053,735.7302488,215.6910702,64.19743985,359.1372084,10.05663508,363.6751128,35.87406479
2022-09-01 03:16:00,32.56160211,735.6474143,215.7446857,64.55912011,359.1501853,9.872930301,363.7597184,37.51437479
2022-09-01 03:17:00,32.55990675,735.9043876,215.7917751,64.86528274,359.1619217,9.886060939,363.8338085,38.17389029
2022-09-01 03:18:00,32.59052452,736.1043358,215.8353286,65.09158914,359.1766587,10.02280506,363.8769952,37.57739579
2022-09-01 03:19:00,32.54256936,736.2121008,215.8265366,65.3286319,359.1973114,9.997576264,363.9183785,38.69034329
2022-09-01 03:20:00,32.56934567,736.7506099,215.7956188,65.68996507,359.2116095,10.00359984,363.9192004,37.96103429
2022-09-01 03:21:00,32.60344438,737.4964819,215.8082708,65.6808297,359.2214708,10.02371394,363.889687,37.20660929
2022-09-01 03:22:00,32.61778658,737.772136,215.8279968,65.58224822,359.2318978,9.932949831,363.8263712,38.64209579
2022-09-01 03:23:00,32.57152575,737.3123782,215.8444041,65.47892943,359.2303182,9.922685364,363.8187097,35.51665529
2022-09-01 03:24:00,32.58670918,737.3161085,215.8580667,65.43316994,359.2207559,9.755250567,363.8776249,37.27955279
2022-09-01 03:25:00,32.55718179,737.5944287,215.8793219,65.66342554,359.2110926,9.734307009,363.9049501,35.30510129
2022-09-01 03:26:00,32.56778503,737.732394,215.887803,65.58926837,359.1956229,9.676586764,363.8779319,37.41693479
2022-09-01 03:27:00,32.61159729,737.9815457,215.8763455,65.37353073,359.1862889,9.784863978,363.8663155,35.62467929
2022-09-01 03:28:00,32.60430308,737.7508968,215.8762918,65.01371961,359.184804,9.764325595,363.9090459,37.85753579
2022-09-01 03:29:00,32.58291107,737.7001378,215.9257022,64.83323003,359.1875052,9.683073819,363.9565412,36.51330479
2022-09-01 03:30:00,32.57738351,737.4893529,215.9510743,64.47257675,359.1920322,9.578518229,364.0056961,36.33841679
2022-09-01 03:31:00,32.57325205,737.0465239,215.9699852,64.43049568,359.1971898,9.511408151,364.0262604,39.67333229
2022-09-01 03:32:00,32.5822134,737.4871906,215.9853517,64.54626181,359.206486,9.690330165,363.9996055,38.75422529
2022-09-01 03:33:00,32.54676143,738.099445,215.9633325,64.54090133,359.2193165,9.617930708,363.9093416,37.02015029
2022-09-01 03:34:00,32.57834688,738.163756,215.9558888,64.67050602,359.2297499,9.812269934,363.8812966,36.42384479
2022-09-01 03:35:00,32.60127668,738.1530545,215.9777186,64.74383748,359.2321067,9.89357477,363.94523,38.17509779
2022-09-01 03:36:00,32.61971778,738.3527587,216.0112345,64.656746,359.2336912,9.894671602,363.9952085,38.28090629
2022-09-01 03:37:00,32.60024221,738.456067,216.0137645,64.62558488,359.2294395,9.764789952,364.0328969,36.03392729
2022-09-01 03:38:00,32.58362852,738.4890512,216.0131323,64.71634527,359.2186581,9.719443132,364.0220612,38.19537329
2022-09-01 03:39:00,32.58419567,738.4035189,216.0419603,64.93065029,359.2143535,9.776535573,363.9979834,37.62896129
2022-09-01 03:40:00,32.58983468,738.0253076,216.0710268,65.07735752,359.2069781,9.640346066,363.9550652,35.66801279
2022-09-01 03:41:00,32.59063248,737.5305555,216.1099054,65.46706371,359.1970164,9.813414806,363.9625305,37.31765729
2022-09-01 03:42:00,32.58846201,737.3979584,216.1314306,65.62383541,359.1913709,9.864101295,363.9570621,37.95721229
2022-09-01 03:43:00,32.56912335,737.4135498,216.1536757,65.71860699,359.1839007,9.609199536,363.9705648,36.23788979
2022-09-01 03:44:00,32.58198549,737.4607111,216.1751419,65.74596634,359.1747518,9.648569095,364.0618661,37.46010029
2022-09-01 03:45:00,32.59487373,737.4097003,216.1738798,65.6216835,359.1687229,9.713604034,364.1324641,37.53022979
2022-09-01 03:46:00,32.61702515,737.554631,216.1717936,65.53058843,359.1640675,9.847619901,364.152142,35.54722079
