Time,ANALOG.AN_T1_Temperature,ANALOG.AN_Ngp_SP,ANALOG.AN_Guide_Vane_Position,ANALOG.AN_Gen_kW_SP,ANALOG.AN_Lube_Oil_Header_Temp,ANALOG.AN_Lube_Oil_Header_Press,ANALOG.AN_Gen_Exc_V,ANALOG.AN_Guide_Vane_Force,ANALOG.AN_Gas_Fuel_Press,ANALOG.AN_Gen_AVR_SP,ANALOG.AN_SoloNox_T5_SP,ANALOG.AN_Gas_Fuel_Flow,ANALOG.AN_Main_Gas_Valve_Position
2022-09-03 15:30,30.4444,100.9,87.3718,13009.1348,63.3889,267.8348,29.498,379.3392,2581.7772,13704.9248,742.1521,2552.3722,55.8974
2022-09-03 15:40,30.4444,100.9144,87.3718,13009.1348,63.4444,266.5089,30.6016,364.8883,2557.0267,13704.9248,742.1245,2494.8,56.0897
2022-09-03 15:50,30.8889,100.8978,87.3397,13009.1348,63.3889,266.9508,29.5352,372.1138,2598.7932,13704.9248,742.0361,2589.0093,55.6731
2022-09-03 16:00,30.8333,100.9563,87.3397,13016.3467,63.3889,267.8348,31.0059,346.8244,2492.057,13704.9248,742.0094,2480.8432,57.4679
2022-09-03 16:10,30.8333,100.9469,87.3718,13009.1348,63.3889,269.6027,28.8867,357.6627,2481.2286,13704.9248,742.0296,2454.6739,57.4679
2022-09-03 16:20,30.8333,100.9406,87.3718,13016.3467,63.4444,267.3928,29.707,328.7607,2543.1044,13704.9248,742.0352,2477.3537,56.2821
2022-09-03 16:30,30.9444,100.9263,87.3718,13009.1348,63.5,266.0669,29.9277,298.0523,2541.5577,13704.9248,742.046,2472.12,56.1538
2022-09-03 16:40,30.9444,100.9316,87.3718,13016.3467,63.5,266.5089,29.8906,337.7926,2541.5577,13704.9248,741.9904,2475.6093,56.3782
2022-09-03 16:50,30.8333,100.9342,87.3718,13009.1348,63.4444,267.8348,30.4785,281.7949,2544.6516,13704.9248,741.9975,2487.8215,56.25
2022-09-03 17:00,31.1667,100.9485,87.3718,13009.1348,63.4444,268.2768,30.3066,312.5033,2578.6831,13704.9248,741.9118,2517.48,55.7692
2022-09-03 17:10,31.1667,100.931,87.3397,13016.3467,63.4444,265.6249,31.459,301.665,2608.0744,13704.9248,741.9389,2585.52,55.2885
2022-09-03 17:20,31.1111,100.9391,87.3718,13009.1348,63.5,266.5089,29.4746,312.5033,2566.3082,13704.9248,741.9246,2501.7785,55.9615
2022-09-03 17:30,31.3333,100.9479,87.3718,13016.3467,63.5,266.5089,31.1152,285.4076,2601.8868,13704.9248,741.9097,2561.0954,55.5128
2022-09-03 17:40,31.3333,100.9395,87.3718,13016.3467,63.5,265.183,29.7441,294.4395,2583.3239,13704.9248,741.9052,2550.6278,55.6731
2022-09-03 17:50,31.1667,100.9523,87.3397,13016.3467,63.5,268.2768,30.1367,256.5056,2527.6356,13704.9248,741.889,2463.3968,56.4744
2022-09-03 18:00,31.1111,100.9668,87.3718,13016.3467,63.5,267.8348,29.5488,294.4395,2473.4941,13704.9248,741.898,2458.1632,57.5321
2022-09-03 18:10,31.1111,100.9493,87.3718,13016.3467,63.4444,266.9508,30.4551,189.6696,2566.3082,13704.9248,741.9257,2505.2676,55.8974
2022-09-03 18:20,31.0556,100.9605,87.3718,13016.3467,63.5,267.3928,30.0625,184.2505,2490.51,13704.9248,741.9659,2484.3324,57.2436
2022-09-03 18:30,30.7222,100.9131,87.3718,13009.1348,63.4444,268.7188,31.0313,240.2482,2603.4336,13704.9248,742.0615,2578.5417,55.5769
2022-09-03 18:40,30.6667,100.9049,87.3718,13009.1348,63.5,264.299,30.9316,272.763,2600.3399,13704.9248,742.0776,2578.5417,55.6731
2022-09-03 18:50,30.2222,100.9266,87.3718,13009.1348,63.5,267.8348,30.2578,296.2459,2470.4004,13704.9248,742.2784,2466.8861,57.7244
2022-09-03 19:00,29.5,100.8434,87.3397,13016.3467,63.5,266.0669,30.4668,272.763,2604.9807,13704.9248,742.4744,2589.0093,55.9615
2022-09-03 19:10,28.8333,100.8475,87.3718,13009.1348,63.4444,267.8348,30.7734,285.4076,2498.2443,13704.9248,742.699,2526.2032,57.7244
2022-09-03 19:20,28.2222,100.8239,87.3718,13009.1348,63.4444,266.5089,30.3438,334.1798,2476.588,13704.9248,742.9308,2513.9907,58.141
2022-09-03 19:30,27.4444,100.7845,87.3718,13016.3467,63.3889,266.9508,29.6582,382.952,2560.1206,13704.9248,743.1401,2548.8832,56.7628
2022-09-03 19:40,27.1111,100.7712,87.3718,13009.1348,63.3889,266.9508,30.4414,310.6969,2507.5258,13704.9248,743.273,2555.8617,57.8526
2022-09-03 19:50,26.7778,100.7742,87.3718,13009.1348,63.3333,267.3928,30.3574,296.2459,2465.7598,13704.9248,743.3333,2507.0122,58.5897
2022-09-03 20:00,26.5,100.76,87.3718,13016.3467,63.3889,267.3928,30.4668,316.116,2522.9948,13704.9248,743.3333,2524.4583,57.6603
2022-09-03 20:10,25.8333,100.6823,87.3718,13009.1348,63.3889,267.3928,30.834,222.1844,2612.715,13704.9248,743.3333,2655.3046,56.4744
2022-09-03 20:20,25.3333,100.7018,87.3718,13016.3467,63.3333,268.2768,30.8223,258.312,2560.1206,13704.9248,743.3333,2623.9015,57.4679
2022-09-03 20:30,25.3333,100.7124,87.3718,13009.1348,63.3333,267.3928,30.0508,303.4714,2482.7755,13704.9248,743.3333,2540.16,58.8141
2022-09-03 20:40,24.6111,100.6352,87.3718,13016.3467,63.3333,267.8348,30.2461,265.5375,2601.8868,13704.9248,743.3333,2672.7507,56.859
2022-09-03 20:50,24.1111,100.6557,87.3397,13009.1348,63.2778,266.5089,31.2148,285.4076,2476.588,13704.9248,743.3333,2540.16,59.1026
2022-09-03 21:00,23.6667,100.6409,87.3397,13009.1348,63.2778,266.5089,30.0508,287.214,2451.8375,13704.9248,743.3333,2550.6278,59.5513
2022-09-03 21:10,23.6667,100.6191,87.3718,13009.1348,63.2222,265.6249,29.9277,267.3439,2473.4941,13704.9248,743.3333,2571.5629,59.0064
2022-09-03 21:20,23.2222,100.5692,87.3718,13009.1348,63.1667,268.2768,31.7402,263.7311,2606.5275,13704.9248,743.3333,2697.1754,57.0192
2022-09-03 21:30,22.7222,100.5781,87.3718,13016.3467,63.1667,266.5089,30.6621,231.2163,2498.2443,13704.9248,743.3333,2571.5629,59.1667
2022-09-03 21:40,23.4444,100.604,87.3718,13016.3467,63.1667,266.9508,30.6758,218.5717,2563.2143,13704.9248,743.3333,2618.6676,57.8205
2022-09-03 21:50,22.5,100.5468,87.3718,13016.3467,63.1111,267.8348,30.3438,245.6673,2594.1525,13704.9248,743.3333,2681.4739,57.5641
2022-09-03 22:00,22.6667,100.5485,87.3397,13016.3467,63.1667,267.3928,30.3926,274.5694,2603.4336,13704.9248,743.3333,2693.6861,57.3397
2022-09-03 22:10,22.2222,100.556,87.3718,13009.1348,63.1111,268.2768,31.2012,312.5033,2529.1824,13704.9248,743.3333,2585.52,58.5256
2022-09-03 22:20,22.7222,100.5522,87.3718,13009.1348,63.1111,266.9508,29.8184,321.5352,2603.4336,13704.9248,743.3333,2677.9846,57.2436
2022-09-03 22:30,22.5556,100.5761,87.3718,13016.3467,63.1111,267.3928,30.4063,352.2436,2465.7598,13704.9248,743.3333,2562.84,59.6474
2022-09-03 22:40,22.3333,100.5587,87.3718,13016.3467,63.2222,268.2768,29.584,350.4372,2509.0727,13704.9248,743.3333,2576.7968,59.0064
2022-09-03 22:50,21.8333,100.5352,87.3397,13009.1348,63.1111,265.183,30.0879,314.3097,2470.4004,13704.9248,743.3333,2578.5417,59.8718
2022-09-03 23:00,21.2778,100.5282,87.3718,13009.1348,63.0556,266.9508,30.7852,335.9862,2505.9791,13704.9248,743.3333,2597.7324,59.1667
2022-09-03 23:10,21.2222,100.5187,87.3718,13016.3467,63.0556,267.8348,30.2227,368.501,2577.1364,13704.9248,743.3333,2674.4954,57.9167
2022-09-03 23:20,21.3333,100.5302,87.3718,13016.3467,63,267.3928,30.6387,328.7607,2481.2286,13704.9248,743.3333,2568.0739,59.5833
2022-09-03 23:30,21.2778,100.5108,87.3718,13016.3467,63,267.3928,29.6699,296.2459,2468.8532,13704.9248,743.3333,2583.7754,60.1282
2022-09-03 23:40,21.2778,100.5159,87.3718,13016.3467,63,267.3928,29.5488,292.6331,2566.3082,13704.9248,743.3333,2637.8585,58.4295
2022-09-03 23:50,21.1667,100.5259,87.3718,13009.1348,63.0556,268.7188,30.0742,310.6969,2560.1206,13704.9248,743.3333,2690.1971,58.3333
2022-09-04 0:00,20.2778,100.4985,87.3718,13016.3467,63,266.0669,29.5605,265.5375,2488.9631,13704.9248,743.3333,2594.2429,59.5513
2022-09-04 0:10,20.3889,100.4694,87.3718,13016.3467,63,266.9508,29.4258,263.7311,2600.3399,13704.9248,743.3333,2732.0678,57.8205
2022-09-04 0:20,19.6111,100.4381,87.3718,13016.3467,62.9444,266.9508,29.4375,317.9224,2519.9011,13704.9248,743.3333,2686.7076,59.391
2022-09-04 0:30,19.2778,100.431,87.3718,13016.3467,62.9444,266.9508,29.7676,242.0546,2461.1189,13704.9248,743.3333,2616.9229,60.7372
2022-09-04 0:40,19.0556,100.4159,87.3718,13009.1348,62.8889,266.9508,30.1367,278.1821,2600.3399,13704.9248,743.3333,2746.0244,58.109
2022-09-04 0:50,19.1667,100.446,87.4038,13009.1348,62.9444,267.8348,30.3809,234.8291,2518.3542,13704.9248,743.3333,2609.9446,59.4872
2022-09-04 1:00,19.3889,100.4303,87.4038,13016.3467,62.8889,268.2768,30.1602,251.0865,2577.1364,13704.9248,743.3333,2732.0678,58.4936
2022-09-04 1:10,19.6111,100.4393,87.3718,13016.3467,62.8889,267.3928,29.5723,149.9293,2544.6516,13704.9248,743.3333,2691.9415,58.9744
2022-09-04 1:20,19.4444,100.4258,87.4038,13016.3467,62.9444,266.5089,29.9023,298.0523,2515.2605,13704.9248,743.3333,2653.56,59.5513
2022-09-04 1:30,19.5,100.4518,87.3718,13009.1348,62.8889,267.3928,30.0371,222.1844,2484.3223,13704.9248,743.3333,2609.9446,60.0641
2022-09-04 1:40,19.2222,100.4197,87.3718,13009.1348,62.8889,267.3928,30.209,247.4737,2459.5718,13704.9248,743.3333,2625.6463,60.641
2022-09-04 1:50,19.7222,100.4361,87.3718,13016.3467,62.9444,266.5089,29.5977,218.5717,2557.0267,13704.9248,743.3333,2711.1322,58.3974
2022-09-04 2:00,19.7222,100.4339,87.3718,13016.3467,62.9444,269.1607,30.4063,281.7949,2586.4178,13704.9248,743.3333,2716.3661,58.3013
2022-09-04 2:10,19.6111,100.4654,87.3718,13009.1348,62.9444,266.0669,29.8672,251.0865,2550.8392,13704.9248,743.3333,2648.3261,58.8141
2022-09-04 2:20,19.6667,100.4498,87.3718,13009.1348,62.9444,266.0669,29.6465,285.4076,2564.7612,13704.9248,743.3333,2718.1107,58.6859
2022-09-04 2:30,19.7222,100.4529,87.4038,13009.1348,62.9444,266.9508,30.1719,303.4714,2524.542,13704.9248,743.3333,2616.9229,59.1667
2022-09-04 2:40,19.5556,100.4672,87.3718,13009.1348,62.9444,268.2768,28.8984,223.9908,2479.6816,13704.9248,743.3333,2604.7107,60.1603
2022-09-04 2:50,19.7778,100.4738,87.3718,13016.3467,62.8889,267.8348,30.5273,270.9566,2541.5577,13704.9248,743.3333,2704.1539,59.1026
2022-09-04 3:00,19.7778,100.4556,87.3718,13009.1348,62.9444,266.0669,29.6211,301.665,2492.057,13704.9248,743.3333,2602.9661,59.8718
2022-09-04 3:10,19.7222,100.4733,87.4038,13016.3467,62.8889,265.6249,29.3652,276.3757,2493.6037,13704.9248,743.3333,2602.9661,59.8718
2022-09-04 3:20,19.6111,100.4507,87.4038,13016.3467,62.9444,266.9508,30.332,319.7288,2533.823,13704.9248,743.3333,2625.6463,59.1667
2022-09-04 3:30,19.8889,100.4546,87.3718,13009.1348,62.9444,267.8348,30.7109,261.9247,2526.0887,13704.9248,743.3333,2609.9446,59.391
2022-09-04 3:40,19.8889,100.4513,87.3718,13009.1348,62.9444,268.2768,30.2715,240.2482,2533.823,13704.9248,743.3333,2620.4124,59.1667
2022-09-04 3:50,19.8889,100.4791,87.3718,13016.3467,62.9444,267.3928,30.0625,283.6013,2535.3701,13704.9248,743.3333,2625.6463,59.1667
2022-09-04 4:00,19.7778,100.46,87.4038,13009.1348,63,269.1607,29.9766,263.7311,2467.3065,13704.9248,743.3333,2595.9878,60.3526
2022-09-04 4:10,19.5556,100.4598,87.3718,13016.3467,63,265.6249,30.5762,265.5375,2519.9011,13704.9248,743.3333,2609.9446,59.391
2022-09-04 4:20,19.5,100.4435,87.4038,13009.1348,62.8889,266.0669,28.8613,283.6013,2598.7932,13704.9248,743.3333,2732.0678,58.0128
2022-09-04 4:30,19.7778,100.436,87.3718,13016.3467,62.9444,269.1607,30.0879,233.0227,2524.542,13704.9248,743.3333,2683.2185,59.6474
2022-09-04 4:40,19.8333,100.4524,87.4038,13016.3467,62.9444,267.3928,29.9277,305.2778,2453.3842,13704.9248,743.3333,2604.7107,60.8654
2022-09-04 4:50,19.7778,100.4306,87.3718,13009.1348,62.9444,267.3928,30.3926,252.8928,2499.7915,13704.9248,743.3333,2643.0924,59.8397
2022-09-04 5:00,19.8333,100.4548,87.3718,13016.3467,62.8889,269.1607,29.9023,263.7311,2454.9312,13704.9248,743.3333,2625.6463,60.5769
2022-09-04 5:10,19.7222,100.4339,87.3718,13016.3467,63.1667,266.5089,30.4414,220.378,2522.9948,13704.9248,743.3333,2672.7507,59.391
2022-09-04 5:20,19.7778,100.4643,87.3718,13016.3467,62.8889,268.2768,29.2051,294.4395,2577.1364,13704.9248,743.3333,2700.6646,58.3974
2022-09-04 5:30,19.6111,100.4557,87.3718,13016.3467,62.9444,268.2768,31.1406,261.9247,2584.8711,13704.9248,743.3333,2702.4093,58.3974
2022-09-04 5:40,19.3333,100.4331,87.3718,13016.3467,62.9444,269.1607,28.5313,229.4099,2473.4941,13704.9248,743.3333,2627.3907,60.5449
2022-09-04 5:50,19,100.4226,87.4038,13009.1348,63,268.2768,29.1074,269.1502,2569.4021,13704.9248,743.3333,2707.6432,58.7179
2022-09-04 6:00,19.1667,100.4229,87.3718,13009.1348,63,269.1607,28.7031,272.763,2604.9807,13704.9248,743.3333,2746.0244,58.109
2022-09-04 6:10,19.4444,100.4473,87.4038,13016.3467,62.9444,266.9508,29.7559,312.5033,2505.9791,13704.9248,743.3333,2615.1785,59.6795
2022-09-04 6:20,19.3333,100.4266,87.3718,13016.3467,62.8889,267.3928,30.3066,218.5717,2547.7453,13704.9248,743.3333,2709.3878,59.1026
2022-09-04 6:30,19.1667,100.4236,87.3718,13009.1348,62.9444,265.6249,29.6836,272.763,2536.9171,13704.9248,743.3333,2712.8768,59.391
2022-09-04 6:40,19.3333,100.436,87.4038,13009.1348,62.8889,265.6249,29.0957,193.2824,2471.9471,13704.9248,743.3333,2608.2,60.4487
2022-09-04 6:50,18.9444,100.4043,87.4038,13016.3467,62.9444,268.2768,29.2656,195.0888,2470.4004,13704.9248,743.3333,2639.6032,60.5449
2022-09-04 7:00,18.5556,100.4051,87.4038,13016.3467,62.9444,269.1607,30.2461,332.3734,2475.041,13704.9248,743.3333,2604.7107,60.4487
2022-09-04 7:10,18.4444,100.4406,87.3718,13009.1348,62.8333,267.8348,29.9395,301.665,2502.8852,13704.9248,743.3333,2625.6463,59.9038
2022-09-04 7:20,19.1111,100.4465,87.3718,13009.1348,62.8333,267.3928,29.6211,216.7653,2549.2924,13704.9248,743.3333,2651.8154,59.1026
2022-09-04 7:30,19.1667,100.4373,87.4038,13016.3467,62.9444,266.9508,30.1973,308.8905,2530.7295,13704.9248,743.3333,2695.4307,59.391
2022-09-04 7:40,19.1111,100.4437,87.4038,13009.1348,62.8889,266.9508,29.4375,285.4076,2482.7755,13704.9248,743.3333,2615.1785,60.4487
2022-09-04 7:50,19.3889,100.4386,87.3718,13009.1348,62.8889,266.5089,30.2227,281.7949,2589.5117,13704.9248,743.3333,2719.8554,58.109
2022-09-04 8:00,19.2778,100.4307,87.3718,13016.3467,62.8889,267.8348,30.3574,260.1183,2597.246,13704.9248,743.3333,2730.3232,58.3333
2022-09-04 8:10,19.2222,100.4258,87.4038,13009.1348,62.8889,268.7188,31.0801,290.8267,2558.5735,13704.9248,743.3333,2711.1322,58.9103
2022-09-04 8:20,19.4444,100.4491,87.3718,13016.3467,62.9444,267.8348,30.3203,272.763,2467.3065,13704.9248,743.3333,2613.4339,60.3526
2022-09-04 8:30,19.8333,100.4546,87.3718,13009.1348,62.9444,269.1607,30.0137,245.6673,2502.8852,13704.9248,743.3333,2665.7722,59.4551
2022-09-04 8:40,20.0556,100.5008,87.3718,13016.3467,62.9444,266.9508,30.748,267.3439,2501.3384,13704.9248,743.3333,2587.2646,59.4872
2022-09-04 8:50,20.2778,100.486,87.3718,13016.3467,62.9444,266.5089,29.2793,249.2801,2543.1044,13704.9248,743.3333,2686.7076,58.8141
2022-09-04 9:00,20.3889,100.5124,87.3718,13009.1348,62.8889,267.8348,28.0664,236.6354,2488.9631,13704.9248,743.3333,2582.0307,59.5833
2022-09-04 9:10,20.6667,100.5238,87.3718,13016.3467,62.9444,267.3928,29.0449,285.4076,2541.5577,13704.9248,743.3333,2616.9229,58.5256
2022-09-04 9:20,20.9444,100.5286,87.3718,13009.1348,62.9444,268.7188,30.5156,270.9566,2540.011,13704.9248,743.3333,2602.9661,58.3333
2022-09-04 9:30,21.5,100.5258,87.3718,13009.1348,63,270.0447,30.1484,193.2824,2535.3701,13704.9248,743.3333,2650.0707,58.6218
2022-09-04 9:40,21.7222,100.5462,87.4038,13016.3467,63,267.3928,30.3574,263.7311,2598.7932,13704.9248,743.3333,2683.2185,57.3397
2022-09-04 9:50,22.3889,100.5831,87.3718,13016.3467,63.0556,268.7188,30.5039,227.6035,2547.7453,13704.9248,743.3333,2590.7539,58.109
2022-09-04 10:00,23.1111,100.5772,87.3718,13009.1348,63.0556,267.8348,30.2949,276.3757,2577.1364,13704.9248,743.3333,2669.2615,57.6282
2022-09-04 10:10,23.2778,100.5969,87.3718,13016.3467,63.0556,266.9508,29.584,272.763,2519.9011,13704.9248,743.3333,2599.4768,58.3974
2022-09-04 10:20,23.8889,100.6224,87.3718,13016.3467,63.0556,268.2768,29.291,245.6673,2584.8711,13704.9248,743.3333,2643.0924,57.1474
2022-09-04 10:30,24.2778,100.6498,87.3718,13016.3467,63.1111,266.0669,30.6387,242.0546,2567.8549,13704.9248,743.3333,2615.1785,57.2115
2022-09-04 10:40,24.7222,100.6688,87.3718,13009.1348,63.1111,267.8348,28.7148,240.2482,2513.7133,13704.9248,743.3333,2590.7539,58.109
2022-09-04 10:50,25.0556,100.6907,87.3397,13009.1348,63.1111,268.7188,30.1602,260.1183,2564.7612,13704.9248,743.3333,2609.9446,57.1154
2022-09-04 11:00,25.6111,100.7361,87.3718,13009.1348,63.1667,268.2768,28.9473,298.0523,2510.6197,13704.9248,743.3333,2520.9693,57.8526
2022-09-04 11:10,25.9444,100.7443,87.3397,13009.1348,63.1667,267.8348,29.584,261.9247,2535.3701,13704.9248,743.3333,2527.9478,57.2436
2022-09-04 11:20,26.2222,100.7408,87.3718,13016.3467,63.1667,267.8348,29.5605,290.8267,2553.9328,13704.9248,743.3333,2589.0093,57.0513
2022-09-04 11:30,26.3889,100.7475,87.3718,13016.3467,63.2222,267.3928,28.6777,220.378,2530.7295,13704.9248,743.3333,2520.9693,56.9551
2022-09-04 11:40,27,100.7745,87.3718,13009.1348,63.2222,268.2768,29.4141,198.7015,2563.2143,13704.9248,743.3247,2595.9878,57.1474
2022-09-04 11:50,27.1667,100.8097,87.3397,13009.1348,63.2778,267.8348,29.5605,229.4099,2522.9948,13704.9248,743.2539,2494.8,57.0513
2022-09-04 12:00,27.6111,100.8094,87.3718,13016.3467,63.2778,266.0669,28.7148,260.1183,2550.8392,13704.9248,743.1386,2517.48,56.4744
2022-09-04 12:10,27.7778,100.791,87.3718,13016.3467,63.2778,266.5089,30.7363,245.6673,2572.4957,13704.9248,743.0524,2585.52,56.3782
2022-09-04 12:20,28.0556,100.831,87.3718,13009.1348,63.2778,267.8348,29.6094,326.9543,2544.6516,13704.9248,742.9595,2507.0122,56.5705
2022-09-04 12:30,28.1111,100.8264,87.3718,13009.1348,63.2222,267.8348,28.8496,301.665,2530.7295,13704.9248,742.9441,2498.2893,56.7308
2022-09-04 12:40,28.5,100.8145,87.3397,13009.1348,63.2778,266.9508,30.9688,390.1775,2553.9328,13704.9248,742.8459,2566.3293,56.5705
2022-09-04 12:50,28.6667,100.8587,87.3718,13009.1348,63.3333,266.9508,29.584,307.0841,2509.0727,13704.9248,742.7563,2513.9907,57.1474
2022-09-04 13:00,28.8889,100.8681,87.3397,13009.1348,63.3333,268.7188,29.5352,339.5989,2591.0584,13704.9248,742.6632,2557.6061,55.641
2022-09-04 13:10,29.1667,100.8726,87.3718,13009.1348,63.3333,265.6249,30.002,251.0865,2575.5896,13704.9248,742.5463,2520.9693,55.8654
2022-09-04 13:20,29.3889,100.8938,87.3718,13016.3467,63.3333,267.8348,29.6582,292.6331,2584.8711,13704.9248,742.4961,2547.1383,55.6731
2022-09-04 13:30,29.5556,100.9082,87.3397,13016.3467,63.3889,267.3928,29.7324,298.0523,2478.1347,13704.9248,742.4957,2468.6307,57.4679
2022-09-04 13:40,30.0556,100.8837,87.3718,13016.3467,63.3889,266.9508,29.9648,276.3757,2581.7772,13704.9248,742.2866,2561.0954,56.1538
2022-09-04 13:50,30.2778,100.9274,87.3718,13009.1348,63.4444,264.741,30.4922,325.1479,2584.8711,13704.9248,742.2317,2531.4371,55.5128
2022-09-04 14:00,30.1667,100.9286,87.3718,13009.1348,63.4444,265.6249,28.7402,296.2459,2501.3384,13704.9248,742.2391,2445.9507,56.7308
2022-09-04 14:10,30.3333,100.9403,87.3718,13009.1348,63.4444,266.0669,29.916,283.6013,2530.7295,13704.9248,742.18,2445.9507,56.25
2022-09-04 14:20,30.3889,100.9451,87.3397,13009.1348,63.4444,266.0669,30.5156,220.378,2498.2443,13704.9248,742.2017,2447.6954,56.7628
2022-09-04 14:30,30.5556,100.9347,87.3718,13016.3467,63.5,266.9508,29.1191,283.6013,2574.0427,13704.9248,742.1234,2498.2893,55.6731
2022-09-04 14:40,30.6111,100.9254,87.3397,13016.3467,63.4444,265.6249,30.5645,220.378,2612.715,13704.9248,742.0903,2573.3078,55.0962
2022-09-04 14:50,30.6667,100.9307,87.3718,13016.3467,63.5,268.2768,29.9648,222.1844,2533.823,13704.9248,742.0841,2515.7354,56.25
2022-09-04 15:00,30.6667,100.9339,87.3718,13009.1348,63.4444,266.9508,29.8301,354.05,2507.5258,13704.9248,742.112,2493.0554,56.7628
2022-09-04 15:10,30.7222,100.9665,87.3397,13009.1348,63.5,267.8348,29.7324,272.763,2496.6976,13704.9248,742.0517,2440.7168,56.7308
2022-09-04 15:20,30.6667,100.9442,87.3718,13016.3467,63.5556,268.7188,29.8535,305.2778,2510.6197,13704.9248,742.0547,2447.6954,56.7308
2022-09-04 15:30,30.8333,100.985,87.3397,13009.1348,63.5556,265.6249,30.7109,352.2436,2476.588,13704.9248,742.0343,2458.1632,57.0513
2022-09-04 15:40,30.7222,100.937,87.3718,13009.1348,63.5,268.7188,29.707,334.1798,2522.9948,13704.9248,742.0674,2491.3107,56.3782
2022-09-04 15:50,30.6667,100.9227,87.3397,13009.1348,63.5,266.5089,30.9688,422.6923,2595.6993,13704.9248,742.1105,2568.0739,55.4167
2022-09-04 16:00,30.5556,100.9632,87.3718,13016.3467,63.5,267.3928,28.8379,368.501,2475.041,13704.9248,742.1411,2451.1846,57.2115
2022-09-04 16:10,30.7222,100.9219,87.3718,13016.3467,63.5,266.9508,29.8789,357.6627,2540.011,13704.9248,742.0963,2526.2032,56.1538
2022-09-04 16:20,30.5,100.9287,87.3718,13009.1348,63.5556,265.183,29.9883,328.7607,2587.9645,13704.9248,742.1171,2534.9261,55.4808
2022-09-04 16:30,30.5556,100.9121,87.3718,13009.1348,63.5556,266.9508,30.1484,335.9862,2609.6213,13704.9248,742.1372,2589.0093,55.2564
2022-09-04 16:40,30.6111,100.921,87.3718,13016.3467,63.5,266.9508,30.1602,274.5694,2557.0267,13704.9248,742.1425,2538.4154,56.4103
2022-09-04 16:50,30.6111,100.9554,87.3718,13009.1348,63.5556,265.6249,30.4297,223.9908,2476.588,13704.9248,742.1165,2445.9507,57.0513
2022-09-04 17:00,30.3333,100.954,87.3718,13009.1348,63.5556,266.0669,29.8789,312.5033,2473.4941,13704.9248,742.1418,2451.1846,57.0513
2022-09-04 17:10,30.3333,100.9403,87.3397,13016.3467,63.5,267.3928,31.043,301.665,2518.3542,13704.9248,742.1841,2456.4185,56.4744
2022-09-04 17:20,30.3889,100.9384,87.3397,13016.3467,63.6111,267.8348,29.6699,287.214,2566.3082,13704.9248,742.1961,2496.5446,55.7692
2022-09-04 17:30,30.2222,100.9168,87.3718,13009.1348,63.3889,264.741,30.7109,285.4076,2589.5117,13704.9248,742.2411,2555.8617,55.5128
2022-09-04 17:40,29.8889,100.9066,87.3397,13009.1348,63.4444,267.3928,29.9766,323.3415,2566.3082,13704.9248,742.2864,2517.48,55.8974
2022-09-04 17:50,30,100.9088,87.3397,13016.3467,63.5,267.8348,30.9082,332.3734,2575.5896,13704.9248,742.3056,2529.6922,55.8654
2022-09-04 18:00,30,100.9249,87.3397,13016.3467,63.5,266.0669,30.0996,299.8586,2471.9471,13704.9248,742.3427,2477.3537,57.5321
2022-09-04 18:10,29.7778,100.8958,87.3718,13016.3467,63.5,266.9508,30.7617,256.5056,2591.0584,13704.9248,742.3975,2568.0739,55.6731
2022-09-04 18:20,29.6111,100.9007,87.3397,13016.3467,63.5556,267.3928,30.5039,330.567,2581.7772,13704.9248,742.4404,2543.6493,55.7692
2022-09-04 18:30,29.5556,100.8723,87.3718,13016.3467,63.5,268.7188,29.9277,319.7288,2598.7932,13704.9248,742.4871,2597.7324,55.6731
2022-09-04 18:40,29.1111,100.8654,87.3718,13016.3467,63.5,267.8348,31.1035,274.5694,2572.4957,13704.9248,742.601,2538.4154,55.9615
2022-09-04 18:50,28.8333,100.8289,87.3718,13009.1348,63.4444,267.8348,30.209,256.5056,2600.3399,13704.9248,742.7016,2611.6893,55.7692
2022-09-04 19:00,28.6667,100.8556,87.3718,13009.1348,63.4444,266.9508,29.7559,236.6354,2594.1525,13704.9248,742.7665,2589.0093,55.8974
2022-09-04 19:10,28.6667,100.8761,87.3397,13016.3467,63.4444,266.9508,30.4414,196.8951,2484.3223,13704.9248,742.7523,2479.0985,57.5321
2022-09-04 19:20,28.5556,100.8682,87.3718,13009.1348,63.5,269.1607,31.0059,334.1798,2476.588,13704.9248,742.8026,2482.5876,57.8205
2022-09-04 19:30,28.5,100.8416,87.3718,13009.1348,63.5,266.9508,30.3691,272.763,2515.2605,13704.9248,742.8098,2498.2893,57.0513
2022-09-04 19:40,28.2778,100.8066,87.3397,13009.1348,63.4444,266.9508,30.7246,279.9885,2609.6213,13704.9248,742.8542,2618.6676,55.6731
2022-09-04 19:50,28.2222,100.8152,87.3397,13009.1348,63.4444,265.6249,29.498,314.3097,2591.0584,13704.9248,742.9177,2587.2646,56.1538
2022-09-04 20:00,28.0556,100.8024,87.3397,13009.1348,63.4444,267.8348,29.1191,357.6627,2555.4798,13704.9248,742.9778,2589.0093,56.7308
2022-09-04 20:10,27.8333,100.7929,87.3718,13016.3467,63.4444,266.0669,30.5898,323.3415,2592.6054,13704.9248,743.0353,2602.9661,56.0577
2022-09-04 20:20,27.5,100.796,87.3718,13009.1348,63.4444,268.2768,30.957,328.7607,2518.3542,13704.9248,743.156,2503.5232,57.1795
